phase,split,arm,mpc_iter,shape,n_contrasts,n_samples,aggregation_unit,mae,rmse,spearman,sign_accuracy,false_improvement_count,false_improvement_rate_all,predicted_improvement_count,false_improvement_rate_given_predicted_improvement,numerical_tie_epsilon,thresholded_sign_accuracy_all,thresholded_false_improvement_count,thresholded_false_improvement_rate_all,thresholded_predicted_improvement_count,thresholded_false_improvement_rate_given_predicted_improvement,mean_abs_delta_pred,mean_abs_delta_env_samever,max_env_worsening_under_predicted_improvement,encoder_coordinate_delta_mae
development,val_L,FROZEN,17,L,5,1,contrast (repeated within episode; not independent samples),0.00021374677307903767,0.0003274959668082261,0.09999999999999999,0.4,1,0.2,2,0.5,1e-06,0.4,0,0.0,0,,0.0007288788910955191,0.0007367681246250868,3.259629011154175e-09,0.0
development,val_L,FROZEN,18,L,5,1,contrast (repeated within episode; not independent samples),0.00011053485795855522,0.00016814496308532133,0.0,0.4,2,0.4,2,1.0,1e-06,0.4,1,0.2,1,1.0,0.0006937776692211628,0.0007518852595239878,0.00013220962136983871,0.0
development,val_L,FROZEN,19,L,5,1,contrast (repeated within episode; not independent samples),8.058298844844103e-05,0.0001306690381630192,0.09999999999999999,0.6,1,0.2,2,0.5,1e-06,0.4,1,0.2,1,1.0,0.0006017875159159303,0.0006748764775693416,1.7381738871335983e-05,0.0
development,val_L,OFFICIAL_ADAJEPA,0,L,15,3,contrast (repeated within episode; not independent samples),0.014549974258989096,0.029427595397818022,0.6749999999999999,0.7333333333333333,3,0.2,13,0.23076923076923078,1e-06,0.8,2,0.13333333333333333,10,0.2,0.057139865960925816,0.05765040057400862,0.003438718616962433,0.0
development,val_L,OFFICIAL_ADAJEPA,1,L,15,3,contrast (repeated within episode; not independent samples),0.09925921762672564,0.36566178358574813,0.3428571428571428,0.6,5,0.3333333333333333,10,0.5,1e-06,0.6,4,0.26666666666666666,6,0.6666666666666666,0.005423710138226549,0.1044766900750498,0.004438560456037521,2.3278237010041872e-05
development,val_L,OFFICIAL_ADAJEPA,2,L,15,3,contrast (repeated within episode; not independent samples),0.032578720400730767,0.08639001548718908,0.4964285714285714,0.5333333333333333,6,0.4,9,0.6666666666666666,1e-06,0.6,2,0.13333333333333333,4,0.5,0.00584098973001043,0.03823119184623162,0.001083998940885067,0.00010422347113490105
development,val_L,OFFICIAL_ADAJEPA,3,L,15,3,contrast (repeated within episode; not independent samples),0.023746914075066645,0.0535915298627315,0.2821428571428571,0.7333333333333333,4,0.26666666666666666,10,0.4,1e-06,0.7333333333333333,3,0.2,6,0.5,0.005692992545664311,0.02876579857741793,0.12956377118825912,0.00016950458909074465
development,val_L,OFFICIAL_ADAJEPA,4,L,15,3,contrast (repeated within episode; not independent samples),0.0067840709040562315,0.015191430507378987,0.11785714285714284,0.6666666666666666,4,0.26666666666666666,11,0.36363636363636365,1e-06,0.6666666666666666,4,0.26666666666666666,8,0.5,0.003559978275249402,0.009092625634123882,0.00965593010187149,2.3789828022321067e-05
development,val_L,OFFICIAL_ADAJEPA,5,L,15,3,contrast (repeated within episode; not independent samples),0.0028514494576180973,0.007001135578478061,-0.18214285714285713,0.4,7,0.4666666666666667,12,0.5833333333333334,1e-06,0.5333333333333333,4,0.26666666666666666,7,0.5714285714285714,0.0006700143256845574,0.002825578833774974,0.02261747093871236,2.371203154325485e-05
development,val_L,OFFICIAL_ADAJEPA,6,L,5,1,contrast (repeated within episode; not independent samples),0.0014232560992240907,0.0028392209661355105,-0.39999999999999997,0.4,2,0.4,3,0.6666666666666666,1e-06,0.4,1,0.2,1,1.0,0.0005424815695732832,0.0009047513827681542,2.6986468583345413e-05,1.0829418897628784e-05
